level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,1,1,270,348,234,44,80,Riebichau
5,1,2,4,1,1,270,1077,432,39,57,db) Nieder-Liebihau
5,1,2,5,1,1,270,1207,237,44,0,Liebichan
5,1,2,6,1,1,271,1664,409,34,93,Der Hoppe:Hübel
5,1,2,7,1,1,271,1751,235,43,0,Xiebichbau
5,1,2,9,1,1,274,2337,322,47,60,Shriftinenhof
5,1,2,11,1,1,274,2564,263,44,8,Qiebofchüß
5,1,2,12,1,1,275,2611,235,43,21,Ziebfchüß
5,1,2,13,1,1,280,3107,243,47,47,Liebsdorf
5,1,2,14,1,1,282,3198,241,45,49,Liebsdorf
5,1,5,1,1,1,1335,1176,219,47,63,Liebshof
5,1,5,2,1,1,1334,1224,226,44,69,Riebftein
5,1,5,2,3,1,1336,1318,69,39,15,MM
5,1,5,3,1,1,1336,1596,192,46,0,Liednig
5,1,5,4,1,1,1334,1880,190,47,62,Liegnik
5,1,5,5,1,1,1332,1970,446,47,37,Lieppwik oder Lipowis
5,1,5,6,1,1,1331,2061,335,45,88,Liepsa ist Lipfa
5,1,5,7,1,1,1330,2106,250,46,46,Liergeund
5,1,5,8,1,1,1330,2199,137,39,91,Liesch
5,1,5,9,1,1,1331,2285,216,44,0,Viesdorf
5,1,5,10,1,1,1331,2332,318,35,22,Liesk it Lieöte
5,1,5,11,1,1,1332,2375,197,44,0,Liesfan
5,1,5,12,1,1,1331,2510,162,46,0,Riesfe
5,1,5,13,1,1,1331,2964,303,44,17,Liesvprwer?
5,1,5,14,1,1,1331,3056,203,43,91,Ligota
5,1,5,15,1,1,1331,3102,831,44,90,Ligota Brinicka oder Ellguth-Brinike
5,1,5,16,1,1,1332,3194,707,40,62,"Ligota Dislawska, ist Ellgutb-Diftelmis"
5,1,5,17,1,1,1332,3284,191,43,90,Ligota
