level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,5,2,1,1,1327,340,158,72,0,Slucht
5,1,5,3,1,1,1328,388,300,48,19,Sluchtbänfer
5,1,5,4,1,1,1330,478,301,48,54,Fluchthänfer
5,1,5,5,1,1,1331,572,235,38,54,Fochswinkä
5,1,5,6,1,1,1332,613,227,49,57,Förftchen
5,1,5,7,1,1,1335,975,173,47,40,Föritel
5,1,5,8,1,1,1336,1021,218,48,32,Forfterei
5,1,5,9,1,1,1338,1202,219,48,70,Förfterei
5,1,5,10,1,1,1339,1429,211,46,26,Förftgen
5,1,5,11,1,1,1348,2470,234,37,43,Fogelgesung
5,1,5,12,1,1,1345,2516,218,36,69,Foyelsdorff
5,1,5,13,1,1,1351,2561,220,37,66,Foyelsdorff
5,1,5,14,1,1,1349,2603,210,44,47,Kohlung
5,1,5,15,1,1,1352,2652,127,43,90,Folge
5,1,5,16,1,1,1357,2737,284,48,35,Folgehäufer
5,1,5,17,1,1,1358,2919,218,46,62,Folgenam
5,1,5,18,1,1,1358,3008,323,49,75,Folgenhänfer
5,1,5,19,1,1,1357,3098,310,49,63,Follmersdorf
5,1,2,1,1,1,286,267,157,37,4,Flaki
5,1,2,2,1,1,284,356,198,50,6,legelei
5,1,2,3,1,1,313,443,394,48,4,eifcher:Nüftern
5,1,2,4,1,1,327,487,366,48,24,feifchervoriverf
5,1,2,5,1,1,288,675,229,36,64,Fieischoern
5,1,2,6,1,1,288,808,261,40,51,Flemigisdorff
5,1,2,7,1,1,290,897,248,47,0,lensberg
5,1,2,8,1,1,290,1117,201,66,0,Flögelei
5,1,2,9,1,1,292,1207,244,93,3,Flöpelwig
5,1,2,10,1,1,294,1302,274,50,7,Flöghänfer
5,1,2,11,1,1,293,1389,401,53,28,Slöpmwärterhaus
5,1,2,12,1,1,299,1483,300,41,90,Floreizna
5,1,2,13,1,1,297,1570,301,51,0,Florensdorf
5,1,2,14,1,1,300,1708,198,50,59,Florian
5,1,2,15,1,1,338,1798,142,39,25,(orian
5,1,2,16,1,1,339,1896,283,44,13,foriausdorf
5,1,2,17,1,1,309,2630,289,52,37,Slorianshof
5,1,2,18,1,1,312,2732,247,52,19,Florsdorf
5,1,2,19,1,1,312,2823,247,51,63,Florsdorf
5,1,2,20,1,1,312,2882,152,48,31,Slofte
