level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,1,1,1,286,267,157,37,23,Flakä
5,1,2,2,1,1,284,356,198,50,92,Flegelei
5,1,2,3,1,1,313,443,394,48,65,leiſcher-Rüſtern
5,1,2,5,1,1,288,675,229,36,87,Fleischoern
5,1,2,6,1,1,288,808,261,40,51,Flemigisdorff
5,1,2,7,1,1,290,897,248,47,10,FlensSberg
5,1,2,8,1,1,277,1117,214,66,60,Flögelei
5,1,2,9,1,1,292,1207,254,93,64,Flößelwit
5,1,2,10,1,1,294,1302,274,50,37,Floßhäuſer
5,1,2,11,1,1,293,1389,401,53,82,Flößwärterhaus
5,1,2,12,1,1,299,1483,300,41,41,Floreizna
5,1,2,13,1,1,297,1570,301,51,65,Florensdorf
5,1,2,13,2,1,274,1596,287,109,59,Florentine
5,1,2,14,1,1,300,1708,198,50,93,Florian
5,1,2,17,1,1,309,2630,289,52,67,Florianshof
5,1,2,18,1,1,312,2732,247,52,84,Florsdorf
5,1,2,19,1,1,312,2823,247,51,91,Florsdorf
5,1,2,20,1,1,312,2882,152,48,91,Floſte
5,1,5,2,1,1,1327,340,163,72,96,Flucht
5,1,5,3,1,1,1328,388,300,48,63,Fluchthänſer
5,1,5,4,1,1,1330,478,301,48,90,Fluchthänſer
5,1,5,5,1,1,1331,572,235,38,54,Fochswinkä
5,1,5,6,1,1,1332,613,227,49,51,Förſtchen
5,1,5,7,1,1,1335,975,173,47,29,Förſtel
5,1,5,8,1,1,1336,1021,218,48,95,Förſterei
5,1,5,9,1,1,1338,1202,219,48,95,Förſterei
5,1,5,10,1,1,1339,1429,211,46,89,Förſtgen
5,1,5,11,1,1,1348,2470,234,37,59,Fogelyesung
5,1,5,12,1,1,1345,2516,218,36,44,Foygelsdorff
5,1,5,13,1,1,1351,2561,220,37,62,Fogelsdorf
5,1,5,14,1,1,1349,2603,210,44,90,Fohlung
5,1,5,15,1,1,1352,2652,127,43,90,Folge
5,1,5,16,1,1,1357,2737,284,48,35,Folgehäufer
5,1,5,17,1,1,1358,2919,218,46,69,Folgenau
5,1,5,18,1,1,1358,3008,323,49,75,Folgenhänfer
5,1,5,19,1,1,1357,3098,310,49,63,Follmersdorf
