level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,10,1,247,2885,226,42,23,Golzhanbdier
5,1,2,3,2,1,248,2974,413,43,65,fdjeidung von dem naken
5,1,2,3,3,1,248,3022,293,40,68,legenen Kuznica
5,1,2,3,4,1,252,3068,353,41,90,(OS.) Rofenberg
5,1,2,3,5,1,249,3112,414,34,40,Andreas Graf v. NRenard
5,1,2,3,6,1,251,3155,423,44,28,patrim.©. Grof-Boret
5,1,2,3,7,1,252,3199,193,43,17,Rofenberg
5,1,2,3,10,1,253,3336,195,44,1,Kojenberg
5,1,4,2,1,1,1326,348,375,48,35,Gifenhardsdorf
5,1,4,3,1,1,1327,392,481,51,35,Gijenbiittenooriwverf
5,1,4,4,1,1,1330,537,176,36,77,Eisenhut
5,1,4,5,1,1,1330,625,284,38,29,FKisenrichsdorf
5,1,4,6,1,1,1332,666,280,46,54,Gifermiible
5,1,4,7,1,1,1334,755,256,47,0,Gifcr8dorf
5,1,4,14,1,1,1356,3008,259,49,19,Gifer$dorf
5,1,4,15,1,1,1352,3104,224,34,90,Ekardi villa
5,1,4,16,1,1,1352,3147,328,38,86,Ekkebrechsheyde
5,1,4,17,1,1,1355,3240,273,36,68,Ekkhardsdorff
5,1,4,18,1,1,1357,3277,333,48,0,GIbel:Autheil
