level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,10,1,247,2885,226,42,90,Holzhändler.
5,1,2,3,2,1,248,2974,159,43,10,ſcheidung
5,1,2,3,3,1,248,3022,130,40,90,legenen
5,1,2,3,4,1,252,3068,96,41,39,(0S.)
5,1,2,3,5,1,249,3112,147,34,94,Andreas
5,1,2,3,6,1,251,3155,197,44,73,"Patrim,G."
5,1,2,3,7,1,252,3199,193,43,95,Roſenberg
5,1,2,3,9,1,252,3293,45,34,26,&.
5,1,2,3,10,1,253,3336,195,44,48,Roſenberg.
5,1,4,2,1,1,1326,348,375,48,90,Eiſenhardsdorf
5,1,4,3,1,1,1327,392,481,51,48,Eifenhüttenvorwerk
5,1,4,4,1,1,1330,537,176,36,61,Eisenhut
5,1,4,5,1,1,1330,625,284,38,75,Eisenrichsdorſ
5,1,4,6,1,1,1332,666,280,46,69,Eiſermühle
5,1,4,7,1,1,1334,755,256,47,60,Eiſer8dorf
5,1,4,9,1,1,1344,2250,37,40,57,bv)
5,1,4,14,1,1,1356,3008,259,49,66,Eiſers8dorf
5,1,4,15,1,1,1352,3104,137,34,89,Ekardi
5,1,4,16,1,1,1352,3147,328,38,33,Exikkebrechsheyde
5,1,4,17,1,1,1355,3240,273,36,88,Ekkhardsdorff
5,1,4,18,1,1,1357,3277,333,48,82,Elbel-Antheil
