level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,3,7,1,1,266,1289,189,43,77,Ütrata
5,1,3,8,1,1,271,1380,201,43,87,Utrata
5,1,3,9,1,1,273,1431,346,89,72,Utrate-Mühle
5,1,3,10,1,1,271,1557,298,46,45,Wtichendorf
5,1,3,11,1,1,269,1915,139,49,65,Nttig
5,1,10,1,1,1,1339,259,159,38,79,Vaescon
5,1,10,2,1,1,1339,304,165,40,34,Wehilsko
5,1,10,3,1,1,1339,396,139,35,49,VTconar
5,1,10,4,1,1,1339,486,151,35,89,Vdanyn
5,1,10,5,1,1,1339,573,217,40,69,Vegbürel
5,1,10,6,1,1,1336,663,137,42,90,Veiouo
5,1,10,7,1,1,1330,706,387,44,77,Verlorenwasser
5,1,10,8,1,1,1331,1065,100,42,75,Anth.
5,1,10,9,1,1,1334,1199,397,41,91,Hierbei: Eulenberg
5,1,10,10,1,1,1336,1244,250,43,92,Eulenberg
5,1,10,11,1,1,1335,1290,567,42,77,Anth. b) Treirichterei mit Ban
5,1,10,12,1,1,1336,1468,336,39,83,Berlorne Post
5,1,10,13,1,1,1336,1557,192,45,90,Werona
5,1,10,14,1,1,1335,1647,428,45,22,Meriatl: oder Fährfaal
5,1,10,15,1,1,1335,1737,313,46,39,BVettermühle
5,1,10,16,1,1,1340,1832,223,30,88,Vezuro cona
5,1,10,17,1,1,1339,1921,88,36,62,Veis
5,1,10,18,1,1,1339,2010,113,40,90,Viasd
5,1,10,19,1,1,1331,2052,400,38,73,Wikarei oder Fütterei
5,1,10,20,1,1,1331,2142,190,43,24,VWicarie
5,1,10,21,1,1,1327,2231,361,46,87,Wicariengrund
5,1,10,22,1,1,1330,2375,172,44,66,Victor
5,1,10,23,1,1,1331,2475,392,46,55,VBictorkretscham
5,1,10,24,1,1,1335,2576,375,44,19,VWiedweidmühle
5,1,10,25,1,1,1335,2676,188,43,76,Biehau
5,1,10,26,1,1,1330,3309,341,43,89,Hohenvorwerk
