level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,10,1,247,2885,554,42,60,Holzhänbler. Gifenbammer
5,1,2,3,2,1,248,2974,413,43,54,fheidung von dem nahen
5,1,2,3,3,1,248,3022,293,40,87,legenen Kuznica
5,1,2,3,4,1,252,3068,353,41,52,(08.) Rofenberg
5,1,2,3,5,1,249,3112,414,34,94,Andreas Graf v. Renard
5,1,2,3,6,1,251,3155,197,44,0,Patrim.G
5,1,2,3,7,1,252,3199,193,43,16,Kofenbera
5,1,2,3,10,1,253,3336,195,44,18,"Rofenberg,;"
5,1,4,2,1,1,1326,348,375,48,79,Eifenhardsdorf
5,1,4,3,1,1,1327,392,481,51,0,Eifenhüttenvorwert
5,1,4,4,1,1,1330,537,176,36,88,Eisenhut
5,1,4,5,1,1,1330,625,284,38,90,Eisenrichsdorf
5,1,4,6,1,1,1332,666,280,46,65,Eifermühle
5,1,4,7,1,1,1334,755,256,47,35,Eifersdorf
5,1,4,10,1,1,1353,2428,332,41,54,ec) Dittrihshof
5,1,4,14,1,1,1356,3008,259,49,57,Gifersdorf
5,1,4,15,1,1,1352,3104,224,34,88,Ekardi villa
5,1,4,16,1,1,1352,3147,328,38,49,Eikkebrechsheyde
5,1,4,17,1,1,1355,3240,273,36,67,Ekkhardsdorff
5,1,4,18,1,1,1357,3277,333,48,47,Elbel:Antheil
