level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,1,1,1,223,272,78,34,95,Amt
5,1,2,2,1,1,310,2475,325,46,68,Eifenhanmer
5,1,2,3,1,1,313,2927,328,44,0,Gifenbammer
5,1,4,2,1,1,1326,348,375,48,79,Eifenhardsdorf
5,1,4,3,1,1,1327,392,481,51,0,Eifenhüttenvorwert
5,1,4,4,1,1,1330,537,176,36,88,Eisenhut
5,1,4,5,1,1,1330,625,284,38,90,Eisenrichsdorf
5,1,4,6,1,1,1332,666,280,46,65,Eifermühle
5,1,4,7,1,1,1334,755,256,47,35,Eifersdorf
5,1,4,10,1,1,1353,2428,32,41,54,ec)
5,1,4,14,1,1,1356,3008,259,49,57,Gifersdorf
5,1,4,15,1,1,1352,3104,137,34,88,Ekardi
5,1,4,16,1,1,1352,3147,328,38,49,Eikkebrechsheyde
5,1,4,17,1,1,1355,3240,273,36,67,Ekkhardsdorff
5,1,4,18,1,1,1357,3277,333,48,47,Elbel:Antheil
